credito_id,cliente_id,fecha_desembolso,producto_credito,monto_credito,plazo_meses,tasa_interes_mensual,valor_cuota_pactada,canal_originacion,score_interno_originacion,relacion_cuota_ingreso,politica_aprobacion,estado_credito_operativo,es_moroso,probabilidad_mora,prediccion_mora,fecha_id
CR000541,CL00486,2024-10-15,Crédito consumo digital,1400000,9,0.0343,183000,App,900,0.032,Automática,Finalizado,0,0.18242594086138497,0,20241015
CR000542,CL00487,2024-12-26,Crédito consumo digital,1450000,3,0.0331,516000,App,900,0.2177,Automática,Finalizado,0,0.3216367044216527,0,20241226
CR000543,CL00488,2024-05-16,Microcrédito,650000,12,0.0301,65000,App,712,0.067,Automática,Mora moderada,1,0.7031298818203724,1,20240516
CR000544,CL00489,2024-08-27,Microcrédito,5900000,18,0.0362,452000,App,900,0.0873,Automática,Finalizado,0,0.1962164969872968,0,20240827
CR000545,CL00489,2024-09-22,Avance de nómina,1700000,12,0.0219,163000,App,900,0.0315,Automática,Finalizado,0,0.18506964597452685,0,20240922
CR000546,CL00490,2024-02-05,Crédito libre inversión,5750000,6,0.0258,1047000,Aliado,838,0.3739,Manual,Finalizado,0,0.4829532524844899,0,20240205
CR000547,CL00491,2026-02-22,Crédito libre inversión,1650000,6,0.0317,306000,App,804,0.3517,Manual,Activo,0,0.5971676843592311,1,20260222
CR000548,CL00492,2025-08-06,Microcrédito,4250000,9,0.0307,548000,App,900,0.1243,Automática,Activo,0,0.21618414173510356,0,20250806
CR000549,CL00492,2025-02-25,Crédito consumo digital,3450000,18,0.0373,267000,Web,900,0.0605,Automática,Activo,0,0.12214730369732517,0,20250225
CR000550,CL00493,2024-01-05,Crédito consumo digital,25000000,12,0.035,2587000,App,900,0.0216,Automática,Mora moderada,1,0.7626787826978302,1,20240105
CR000551,CL00495,2024-08-01,Microcrédito,1900000,12,0.0404,203000,App,873,0.0796,Automática,Finalizado,0,0.393839462766766,0,20240801
CR000552,CL00496,2024-04-09,Crédito libre inversión,5300000,6,0.0261,966000,App,799,0.2825,Automática,Finalizado,0,0.5820944050390991,1,20240409
CR000553,CL00497,2024-02-16,Crédito libre inversión,10050000,18,0.0219,681000,Aliado,900,0.1214,Automática,Mora severa,1,0.4599641104620603,0,20240216
CR000554,CL00499,2023-08-20,Crédito consumo digital,600000,6,0.0319,111000,App,702,0.0816,Automática,Mora severa,1,0.7317883674659853,1,20230820
CR000555,CL00500,2024-01-20,Crédito consumo digital,1800000,6,0.0323,335000,App,812,0.1701,Automática,Mora severa,1,0.509209960557917,1,20240120
CR000556,CL00500,2025-07-17,Crédito consumo digital,450000,3,0.0351,161000,App,898,0.0817,Automática,Finalizado,0,0.3093701970894565,0,20250717
CR000557,CL00501,2025-11-18,Crédito consumo digital,350000,3,0.0231,122000,Aliado,751,0.1743,Automática,Finalizado,0,0.5860052208429172,1,20251118
CR000558,CL00503,2026-03-22,Crédito consumo digital,2300000,12,0.0249,224000,App,848,0.0707,Automática,Activo,0,0.36835512429504574,0,20260322
CR000559,CL00504,2025-01-17,Crédito libre inversión,12800000,6,0.0172,2264000,App,900,0.266,Automática,Finalizado,0,0.20769809008037848,0,20250117
CR000560,CL00504,2024-07-30,Crédito consumo digital,3900000,9,0.0373,518000,App,900,0.0609,Automática,Finalizado,0,0.11764508601890879,0,20240730
CR000561,CL00505,2025-02-17,Crédito libre inversión,7950000,12,0.0236,769000,Web,900,0.1732,Automática,Mora severa,1,0.4391609902774776,0,20250217
CR000562,CL00506,2024-10-05,Crédito consumo digital,2350000,3,0.0272,826000,App,780,0.3153,Automática,Finalizado,0,0.31511467910883173,0,20241005
CR000563,CL00507,2025-06-25,Crédito consumo digital,2000000,24,0.0219,108000,App,900,0.033,Automática,Activo,0,0.274879861747641,0,20250625
CR000564,CL00507,2025-07-04,Crédito libre inversión,7400000,9,0.0276,940000,Call center,841,0.2875,Automática,Mora moderada,1,0.5238939367855187,1,20250704
CR000565,CL00508,2026-02-27,Crédito consumo digital,1400000,12,0.0371,147000,Aliado,811,0.047,Automática,Activo,0,0.17869656957865773,0,20260227
CR000566,CL00508,2025-09-22,Crédito consumo digital,1300000,24,0.0204,69000,App,882,0.022,Automática,Activo,0,0.3234541060799116,0,20250922
CR000567,CL00508,2026-03-19,Crédito libre inversión,5450000,3,0.0173,1880000,App,656,0.6006,Excepción,Activo,0,0.3887601331673661,0,20260319
CR000568,CL00509,2025-02-08,Crédito consumo digital,2300000,6,0.0292,423000,App,900,0.0733,Automática,Finalizado,0,0.17227180439333284,0,20250208
CR000569,CL00510,2026-03-29,Crédito consumo digital,1800000,12,0.0302,181000,App,821,0.0567,Automática,Activo,0,0.17804756163585317,0,20260329
CR000570,CL00510,2026-03-12,Crédito consumo digital,1550000,6,0.0356,291000,App,889,0.0912,Automática,Activo,0,0.17460816771045637,0,20260312
CR000571,CL00511,2025-01-20,Crédito consumo digital,1650000,9,0.0212,203000,Aliado,807,0.1293,Automática,Mora moderada,1,0.7120967837532396,1,20250120
CR000572,CL00511,2026-01-06,Crédito libre inversión,2100000,12,0.0277,208000,Aliado,797,0.1325,Automática,Mora moderada,1,0.5628273206256198,1,20260106
CR000573,CL00512,2025-10-27,Crédito consumo digital,5700000,18,0.0378,442000,Web,873,0.1245,Automática,Activo,0,0.2705580661554333,0,20251027
CR000574,CL00513,2025-05-19,Avance de nómina,550000,3,0.019,190000,Web,803,0.1218,Automática,Finalizado,0,0.26388411070647405,0,20250519
CR000575,CL00514,2025-12-18,Crédito consumo digital,950000,9,0.0274,121000,Call center,892,0.0366,Automática,Activo,0,0.4372728880386129,0,20251218
CR000576,CL00515,2025-04-20,Crédito consumo digital,1900000,6,0.0336,355000,Aliado,900,0.1707,Automática,Finalizado,0,0.4661573550513715,0,20250420
CR000577,CL00516,2024-06-10,Avance de nómina,2100000,24,0.0231,115000,App,900,0.0256,Automática,Activo,0,0.2262671259698843,0,20240610
CR000578,CL00517,2026-01-01,Crédito consumo digital,1950000,3,0.0349,696000,App,798,0.2864,Automática,Finalizado,0,0.21730458079690915,0,20260101
CR000579,CL00519,2025-07-14,Crédito libre inversión,3300000,6,0.0273,604000,App,783,0.2822,Automática,Mora severa,1,0.6628424001851634,1,20250714
CR000580,CL00520,2026-03-11,Crédito consumo digital,850000,9,0.0224,105000,Web,816,0.0618,Automática,Activo,0,0.3394952826634485,0,20260311
CR000581,CL00521,2024-01-23,Crédito consumo digital,3100000,9,0.0209,381000,Web,900,0.0564,Automática,Finalizado,0,0.12719575316824905,0,20240123
CR000582,CL00522,2025-01-22,Crédito consumo digital,1050000,18,0.0266,74000,Web,662,0.074,Automática,Activo,0,0.6974612107048206,1,20250122
CR000583,CL00524,2025-03-26,Crédito consumo digital,750000,6,0.0358,141000,Web,736,0.0571,Automática,Finalizado,0,0.4356992061263933,0,20250326
CR000584,CL00524,2026-03-03,Crédito consumo digital,1000000,3,0.0296,353000,App,762,0.1429,Automática,Activo,0,0.15470024486063771,0,20260303
CR000585,CL00525,2025-08-03,Crédito consumo digital,5600000,24,0.0271,320000,App,856,0.0825,Automática,Activo,0,0.5694328565998819,1,20250803
CR000586,CL00525,2026-01-17,Avance de nómina,1500000,3,0.0291,529000,App,900,0.1363,Automática,Finalizado,0,0.23035261427899706,0,20260117
CR000587,CL00526,2025-06-20,Crédito libre inversión,2350000,6,0.0287,432000,Aliado,873,0.3064,Automática,Finalizado,0,0.6432634633981724,1,20250620
CR000588,CL00527,2024-01-18,Crédito consumo digital,900000,6,0.0361,170000,App,750,0.0885,Automática,Finalizado,0,0.7027370815685582,1,20240118
CR000589,CL00529,2025-02-22,Crédito libre inversión,2200000,12,0.0195,207000,Aliado,682,0.1362,Automática,Mora moderada,1,0.6075031505174127,1,20250222
CR000590,CL00531,2025-07-03,Crédito consumo digital,1650000,12,0.0,166000,App,878,0.0787,Automática,Activo,0,0.4161260390912534,0,20250703
CR000591,CL00532,2025-10-22,Crédito consumo digital,1200000,18,0.0367,92000,App,786,0.0492,Automática,Activo,0,0.27569097807126774,0,20251022
CR000592,CL00533,2024-06-15,Microcrédito,450000,9,0.0383,60000,Web,716,0.0732,Automática,Mora severa,1,0.853686339497263,1,20240615
CR000593,CL00534,2024-07-07,Crédito consumo digital,950000,6,0.0221,171000,Web,842,0.066,Automática,Finalizado,0,0.33492826999924746,0,20240707
CR000594,CL00535,2025-09-06,Microcrédito,1000000,12,0.0282,99000,Aliado,653,0.1414,Automática,Mora severa,1,0.7677562223904232,1,20250906
CR000595,CL00537,2023-02-23,Crédito libre inversión,2100000,6,0.0235,379000,App,847,0.1414,Automática,Mora severa,1,0.7767687370230036,1,20230223
CR000596,CL00538,2024-02-06,Microcrédito,6650000,12,0.0357,691000,App,900,0.1997,Automática,Mora moderada,1,0.5216908577078525,1,20240206
CR000597,CL00539,2025-12-29,Crédito consumo digital,650000,3,0.0249,228000,App,900,0.087,Automática,Finalizado,0,0.15181888784777275,0,20251229
CR000598,CL00539,2025-08-19,Crédito libre inversión,6550000,18,0.0255,458000,Web,868,0.1748,Automática,Activo,0,0.2869976671775403,0,20250819
CR000599,CL00540,2023-02-06,Avance de nómina,1350000,9,0.0313,174000,Call center,900,0.0537,Automática,Finalizado,0,0.1736178662952681,0,20230206
CR000600,CL00540,2025-06-27,Microcrédito,4100000,9,0.0449,564000,Aliado,900,0.1741,Automática,Finalizado,0,0.22832390765132218,0,20250627
CR000601,CL00541,2024-04-29,Microcrédito,950000,9,0.0366,126000,Web,886,0.049,Automática,Mora moderada,1,0.24069186276662635,0,20240429
CR000602,CL00541,2024-11-18,Microcrédito,1600000,9,0.0334,209000,Aliado,900,0.0813,Automática,Mora severa,1,0.3649958435257785,0,20241118
CR000603,CL00542,2025-06-07,Crédito consumo digital,750000,24,0.0344,46000,App,820,0.0196,Automática,Mora moderada,1,0.5339614866782771,1,20250607
CR000604,CL00543,2026-01-11,Crédito libre inversión,7500000,6,0.028,1375000,Aliado,890,0.3235,Automática,Activo,0,0.3445142327876156,0,20260111
CR000605,CL00544,2025-12-25,Crédito libre inversión,8900000,9,0.0234,1108000,App,803,0.3929,Manual,Activo,0,0.29557242547202284,0,20251225
CR000606,CL00544,2026-01-07,Crédito consumo digital,2700000,6,0.0288,496000,Aliado,900,0.1759,Automática,Activo,0,0.1806777521678403,0,20260107
CR000607,CL00545,2023-06-27,Crédito libre inversión,3250000,12,0.0207,309000,App,900,0.1618,Automática,Finalizado,0,0.4322014172676692,0,20230627
CR000608,CL00546,2025-04-14,Microcrédito,2800000,9,0.0431,382000,App,900,0.0803,Automática,Finalizado,0,0.3275410596498902,0,20250414
CR000609,CL00547,2025-08-30,Crédito consumo digital,1400000,9,0.0327,182000,Web,823,0.0719,Automática,Activo,0,0.31242579162232353,0,20250830
CR000610,CL00548,2025-10-07,Microcrédito,1550000,12,0.0434,168000,App,817,0.0903,Automática,Activo,0,0.6545311906104558,1,20251007
CR000611,CL00548,2025-10-20,Crédito libre inversión,3350000,24,0.0214,180000,Aliado,809,0.0968,Automática,Activo,0,0.6608882689368039,1,20251020
CR000612,CL00548,2025-09-29,Crédito libre inversión,4700000,9,0.0338,614000,App,741,0.3301,Automática,Activo,0,0.6499453639013061,1,20250929
CR000613,CL00550,2025-08-29,Crédito consumo digital,3150000,18,0.0215,213000,Aliado,897,0.0753,Automática,Activo,0,0.3176356435726704,0,20250829
CR000614,CL00550,2025-05-27,Crédito consumo digital,900000,12,0.0286,90000,App,900,0.0318,Automática,Activo,0,0.2549125067790229,0,20250527
CR000615,CL00551,2025-09-23,Avance de nómina,650000,9,0.0252,82000,Aliado,792,0.0254,Automática,Activo,0,0.5377960234560526,1,20250923
CR000616,CL00552,2025-12-09,Crédito consumo digital,2700000,9,0.0339,353000,Aliado,834,0.1569,Automática,Activo,0,0.3059549488265364,0,20251209
CR000617,CL00553,2025-07-07,Crédito consumo digital,650000,6,0.0283,119000,Aliado,859,0.0952,Automática,Finalizado,0,0.2782461547605432,0,20250707
CR000618,CL00554,2025-01-15,Microcrédito,4300000,9,0.0371,571000,App,766,0.2222,Automática,Mora severa,1,0.5189365051254698,1,20250115
CR000619,CL00554,2023-11-01,Avance de nómina,1150000,12,0.0282,114000,App,900,0.0444,Automática,Mora moderada,1,0.8145362746380247,1,20231101
CR000620,CL00555,2026-02-19,Crédito libre inversión,1500000,6,0.023,270000,Call center,766,0.1543,Automática,Activo,0,0.43405150250099495,0,20260219
CR000621,CL00555,2025-08-19,Microcrédito,1150000,6,0.025,209000,Call center,809,0.1194,Automática,Mora moderada,1,0.6997874917359549,1,20250819
CR000622,CL00556,2025-11-04,Crédito libre inversión,900000,24,0.0234,49000,App,696,0.1021,Automática,Mora moderada,1,0.5987293789473503,1,20251104
CR000623,CL00559,2026-02-03,Microcrédito,2900000,18,0.0293,210000,App,866,0.0541,Automática,Activo,0,0.2285236988496153,0,20260203
CR000624,CL00561,2025-06-18,Crédito libre inversión,6250000,6,0.0317,1160000,App,858,0.3946,Manual,Finalizado,0,0.2688175695300235,0,20250618
CR000625,CL00562,2025-12-09,Crédito consumo digital,5700000,6,0.0352,1070000,App,900,0.2082,Automática,Activo,0,0.20173416969539995,0,20251209
CR000626,CL00563,2024-03-02,Crédito consumo digital,1150000,6,0.0276,211000,Aliado,826,0.0821,Automática,Finalizado,0,0.36957018815768344,0,20240302
CR000627,CL00564,2026-03-27,Microcrédito,3100000,12,0.0341,319000,App,842,0.1241,Automática,Activo,0,0.39693047308013746,0,20260327
CR000628,CL00566,2025-05-26,Microcrédito,1300000,6,0.036,245000,App,677,0.1992,Automática,Mora moderada,0,0.7352916355819683,1,20250526
CR000629,CL00568,2025-06-10,Avance de nómina,800000,9,0.0185,97000,App,778,0.0377,Automática,Mora severa,1,0.5883436800241123,1,20250610
CR000630,CL00568,2025-07-01,Microcrédito,3500000,9,0.0331,456000,Web,805,0.1774,Automática,Finalizado,0,0.6202599477989816,1,20250701
CR000631,CL00569,2025-12-29,Crédito libre inversión,1250000,12,0.0203,118000,App,710,0.1439,Automática,Activo,0,0.7338252251808552,1,20251229
CR000632,CL00570,2025-09-09,Crédito libre inversión,3450000,9,0.0228,428000,Aliado,788,0.2028,Automática,Activo,0,0.7151587194179505,1,20250909
CR000633,CL00571,2026-02-23,Crédito consumo digital,1200000,6,0.0262,219000,Aliado,776,0.1171,Automática,Activo,0,0.27421485704895515,0,20260223
CR000634,CL00573,2025-12-01,Crédito libre inversión,1950000,9,0.0248,244000,App,889,0.0996,Automática,Activo,0,0.5284323186678043,1,20251201
CR000635,CL00574,2025-02-23,Avance de nómina,1650000,6,0.0307,305000,Call center,861,0.1406,Automática,Mora moderada,1,0.47535731370090395,0,20250223
CR000636,CL00575,2025-11-12,Microcrédito,3300000,9,0.0299,424000,Call center,789,0.1313,Automática,Mora moderada,1,0.49973958860602663,0,20251112
CR000637,CL00575,2025-10-19,Crédito consumo digital,3700000,3,0.0223,1289000,App,773,0.3991,Manual,Finalizado,0,0.43536621155204264,0,20251019
CR000638,CL00576,2026-01-14,Crédito libre inversión,9450000,12,0.0224,907000,App,900,0.2095,Automática,Activo,0,0.3919819750776382,0,20260114
CR000639,CL00578,2026-01-13,Microcrédito,2350000,18,0.0416,188000,App,900,0.1126,Automática,Activo,0,0.24143511074719873,0,20260113
CR000640,CL00578,2025-09-05,Microcrédito,1300000,12,0.0337,134000,Aliado,784,0.0802,Automática,Mora severa,1,0.5362705844103439,1,20250905
CR000641,CL00579,2024-06-17,Microcrédito,4000000,12,0.0274,396000,Aliado,841,0.0941,Automática,Mora moderada,1,0.6092967515665086,1,20240617
CR000642,CL00580,2025-10-09,Crédito libre inversión,3300000,12,0.0286,329000,App,900,0.1201,Automática,Activo,0,0.35200345404536565,0,20251009
CR000643,CL00582,2025-11-30,Microcrédito,3400000,6,0.0423,653000,Web,758,0.3473,Automática,Mora severa,1,0.7362903339367738,1,20251130
CR000644,CL00582,2025-06-20,Crédito consumo digital,850000,3,0.0309,301000,App,757,0.1601,Automática,Finalizado,0,0.5331144737747845,1,20250620
CR000645,CL00583,2025-09-21,Crédito libre inversión,2050000,3,0.0194,710000,App,799,0.3381,Automática,Finalizado,0,0.3822868424749156,0,20250921
CR000646,CL00584,2025-04-24,Crédito libre inversión,4500000,3,0.0224,1568000,App,772,0.4519,Manual,Finalizado,0,0.26864972669039044,0,20250424
CR000647,CL00585,2023-04-16,Crédito consumo digital,2350000,6,0.0219,422000,Aliado,893,0.1388,Automática,Mora moderada,1,0.3973637929460706,0,20230416
CR000648,CL00585,2024-05-31,Crédito libre inversión,5100000,18,0.0258,358000,App,781,0.1178,Automática,Finalizado,0,0.4462757320767586,0,20240531
CR000649,CL00585,2024-08-14,Crédito libre inversión,5500000,6,0.0193,979000,App,900,0.322,Automática,Mora moderada,1,0.521726215978158,1,20240814
CR000650,CL00586,2024-05-23,Crédito libre inversión,3100000,9,0.0224,384000,App,843,0.2866,Automática,Mora moderada,1,0.81864773122046,1,20240523
CR000651,CL00587,2023-11-20,Crédito consumo digital,250000,18,0.032,18000,App,793,0.0137,Automática,Finalizado,0,0.5629555832360168,1,20231120
CR000652,CL00587,2024-11-28,Microcrédito,650000,6,0.0261,118000,App,791,0.0901,Automática,Finalizado,0,0.46726397404861103,0,20241128
CR000653,CL00589,2025-05-19,Microcrédito,2800000,9,0.0382,374000,App,678,0.1716,Automática,Finalizado,0,0.8112113020336169,1,20250519
CR000654,CL00590,2025-12-22,Microcrédito,1750000,3,0.0283,617000,App,900,0.242,Automática,Finalizado,0,0.23733695780711583,0,20251222
CR000655,CL00591,2024-05-29,Avance de nómina,1000000,12,0.0197,94000,Aliado,678,0.0195,Automática,Mora moderada,1,0.5856617274726231,1,20240529
CR000656,CL00593,2025-11-10,Crédito consumo digital,550000,9,0.0216,68000,Web,523,0.0586,Excepción,Activo,0,0.31089403125402404,0,20251110
CR000657,CL00593,2025-09-14,Crédito libre inversión,1550000,12,0.0246,151000,Call center,423,0.1302,Excepción,Mora moderada,1,0.5229243900763028,1,20250914
CR000658,CL00593,2023-10-13,Microcrédito,550000,9,0.0266,70000,Web,488,0.0603,Excepción,Mora moderada,1,0.6567153195403094,1,20231013
CR000659,CL00594,2025-07-09,Crédito consumo digital,1000000,6,0.0251,182000,Aliado,817,0.0839,Automática,Mora severa,1,0.5349947195315069,1,20250709
CR000660,CL00594,2025-04-22,Crédito libre inversión,2550000,18,0.0289,184000,Aliado,749,0.0848,Automática,Mora severa,1,0.714537821037836,1,20250422
CR000661,CL00594,2025-07-28,Microcrédito,2550000,9,0.0376,339000,App,822,0.1562,Automática,Finalizado,0,0.46227336596703983,0,20250728
CR000662,CL00597,2026-02-26,Crédito consumo digital,1750000,9,0.0283,223000,Aliado,826,0.0835,Automática,Activo,0,0.2757806864045409,0,20260226
CR000663,CL00598,2023-08-20,Crédito consumo digital,5650000,3,0.027,1986000,App,889,0.4262,Manual,Finalizado,0,0.4377803941213001,0,20230820
CR000664,CL00598,2024-05-15,Crédito libre inversión,17950000,12,0.0338,1845000,Aliado,900,0.3959,Manual,Mora severa,1,0.5730937811436031,1,20240515
CR000665,CL00599,2025-03-18,Avance de nómina,350000,18,0.0288,25000,App,877,0.0097,Automática,Activo,0,0.25838195550354665,0,20250318
CR000666,CL00600,2026-02-16,Crédito consumo digital,2750000,18,0.0352,209000,Web,900,0.052,Automática,Mora moderada,1,0.13474440195844226,0,20260216
CR000667,CL00600,2026-02-02,Crédito consumo digital,4100000,9,0.0243,513000,Aliado,900,0.1276,Automática,Activo,0,0.18665416243047586,0,20260202
CR000668,CL00601,2024-04-25,Microcrédito,1150000,18,0.0368,89000,App,862,0.0567,Automática,Finalizado,0,0.367875727294172,0,20240425
CR000669,CL00602,2024-11-28,Crédito libre inversión,4750000,9,0.0232,591000,App,747,0.2173,Automática,Mora severa,1,0.8262804256332242,1,20241128
CR000670,CL00603,2026-01-06,Microcrédito,1550000,6,0.0268,283000,Aliado,788,0.1101,Automática,Mora moderada,1,0.7250197031885407,1,20260106
CR000671,CL00604,2025-12-26,Crédito consumo digital,1800000,6,0.0255,327000,App,764,0.138,Automática,Activo,0,0.3342592665553206,0,20251226
