credito_id,cliente_id,fecha_desembolso,producto_credito,monto_credito,plazo_meses,tasa_interes_mensual,valor_cuota_pactada,canal_originacion,score_interno_originacion,relacion_cuota_ingreso,politica_aprobacion,estado_credito_operativo,es_moroso,fecha_registro,departamento,ciudad,edad,genero,estrato,nivel_educativo,ocupacion,ingreso_mensual_estimado,canal_adquisicion,score_externo,tiene_producto_ahorro,numero_dependientes,dispositivo_principal,email_hash,antiguedad_cliente_dias,mes_desembolso,dia_semana_desembolso,prev_evento_actualizacion_datos,prev_evento_consulta_saldo,prev_evento_login,prev_evento_pago_exitoso,prev_evento_pago_fallido,prev_evento_pago_iniciado,prev_evento_simulacion_credito,prev_evento_solicitud_soporte,prev_evento_sesion_seg_tot,prev_evento_sesion_seg_avg,probabilidad_mora,prediccion_mora,ingreso_mensual_bi,flag_ingreso
CR000319,CL00288,2025-06-24,Crédito consumo digital,1050000,24,0.021,56000,Aliado,805,0.0206,Automática,Mora moderada,1,2024-09-08,Antioquia,Medellín,42,F,3,Universitario,Empleado,2720000.0,Referido,560.0,False,1,Android,hash_763779,289,6,1,0.0,3.0,4.0,2.0,0.0,0.0,1.0,0.0,1698.0,169.8,0.4392499011656668,0,2720000.0,normal
CR000320,CL00289,2025-09-05,Crédito consumo digital,650000,9,0.0354,86000,Aliado,367,0.1012,Excepción,Activo,0,2024-08-19,Atlántico,Barranquilla,39,M,4,Posgrado,Desempleado,850000.0,Call center,588.0,False,0,Android,hash_733389,382,9,4,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,677.0,112.83333333333333,0.5448552089749051,1,850000.0,normal
CR000321,CL00289,2024-09-03,Crédito consumo digital,250000,12,0.0317,25000,App,506,0.0294,Excepción,Finalizado,0,2024-08-19,Atlántico,Barranquilla,39,M,4,Posgrado,Desempleado,850000.0,Call center,588.0,False,0,Android,hash_733389,15,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6653328463876091,1,850000.0,normal
CR000322,CL00290,2024-11-20,Crédito consumo digital,800000,3,0.0334,285000,App,761,0.1109,Automática,Finalizado,0,2024-01-01,Antioquia,Medellín,30,M,2,Técnico/Tecnólogo,Conductor/Repartidor,2570000.0,Referido,420.0,False,0,iOS,hash_332362,324,11,2,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,705.0,176.25,0.4517471328469539,0,2570000.0,normal
CR000323,CL00291,2024-06-30,Crédito consumo digital,3100000,12,0.0296,311000,Web,900,0.0816,Automática,Mora moderada,1,2024-01-14,Atlántico,Barranquilla,34,F,3,Bachiller,Independiente,3810000.0,Campaña digital,599.0,False,0,iOS,hash_871257,168,6,6,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,955.0,238.75,0.5729512132835435,1,3810000.0,normal
CR000324,CL00292,2024-03-16,Microcrédito,4100000,3,0.0265,1440000,Call center,900,0.2222,Automática,Finalizado,0,2023-09-16,Atlántico,Barranquilla,31,F,3,Técnico/Tecnólogo,Empleado,6480000.0,Campaña digital,742.0,False,2,iOS,hash_239565,182,3,5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,336.0,84.0,0.16903865929699474,0,6480000.0,normal
CR000325,CL00292,2024-04-10,Crédito consumo digital,4450000,6,0.0329,829000,App,900,0.1279,Automática,Finalizado,0,2023-09-16,Atlántico,Barranquilla,31,F,3,Técnico/Tecnólogo,Empleado,6480000.0,Campaña digital,742.0,False,2,iOS,hash_239565,207,4,2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,336.0,84.0,0.26063346882975935,0,6480000.0,normal
CR000326,CL00293,2025-07-11,Crédito libre inversión,7000000,9,0.0283,892000,Call center,900,0.1306,Automática,Finalizado,0,2025-03-13,Bogotá D.C.,Bogotá,30,F,3,Técnico/Tecnólogo,Microempresario,6830000.0,Campaña digital,758.0,True,1,Android,hash_837550,120,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32543910146195754,0,6830000.0,normal
CR000327,CL00294,2024-07-09,Microcrédito,1700000,12,0.0265,167000,App,889,1.2,Automática,Mora severa,1,2024-05-03,Risaralda,Pereira,44,M,4,Bachiller,Independiente,2350000.0,Aliado comercial,529.0,False,0,Android,hash_324872,67,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8496691326181871,1,2350000.0,normal
CR000328,CL00294,2025-04-19,Microcrédito,2650000,6,0.0278,486000,App,754,0.2068,Automática,Finalizado,0,2024-05-03,Risaralda,Pereira,44,M,4,Bachiller,Independiente,2350000.0,Aliado comercial,529.0,False,0,Android,hash_324872,351,4,5,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,593.0,118.6,0.5745780723645014,1,2350000.0,normal
CR000329,CL00295,2025-11-15,Microcrédito,1250000,6,0.0447,242000,App,764,0.1192,Automática,Activo,0,2023-11-03,Bogotá D.C.,Bogotá,40,M,2,Técnico/Tecnólogo,Empleado,2030000.0,Referido,508.0,False,1,iOS,hash_495412,743,11,5,2.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,1670.0,167.0,0.45774929104438006,0,2030000.0,normal
CR000330,CL00295,2024-05-01,Microcrédito,1650000,12,0.0279,164000,App,778,0.0808,Automática,Finalizado,0,2023-11-03,Bogotá D.C.,Bogotá,40,M,2,Técnico/Tecnólogo,Empleado,2030000.0,Referido,508.0,False,1,iOS,hash_495412,180,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,167.0,167.0,0.6861240850324672,1,2030000.0,normal
CR000331,CL00296,2025-09-27,Microcrédito,5800000,18,0.035,440000,Web,900,0.0837,Automática,Activo,0,2025-12-28,Bolívar,Cartagena,29,M,4,Técnico/Tecnólogo,Empleado,5260000.0,Campaña digital,664.0,False,3,Android,hash_280645,-92,9,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31725807685743784,0,5260000.0,normal
CR000332,CL00297,2025-08-20,Crédito consumo digital,2250000,24,0.0313,135000,App,885,0.0255,Automática,Activo,0,2025-12-10,Santander,Bucaramanga,45,F,4,Técnico/Tecnólogo,Empleado,5300000.0,App orgánico,664.0,False,0,Android,hash_902207,-112,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18972523617548312,0,5300000.0,normal
CR000333,CL00298,2023-10-23,Crédito libre inversión,3450000,12,0.0241,335000,App,886,0.0985,Automática,Mora severa,1,2023-09-25,Atlántico,Barranquilla,39,M,3,Universitario,Conductor/Repartidor,3400000.0,Referido,559.0,True,1,iOS,hash_423923,28,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7208565222888721,1,3400000.0,normal
CR000334,CL00299,2025-11-20,Microcrédito,2500000,18,0.0354,190000,App,687,0.0617,Automática,Activo,0,2025-08-24,Valle del Cauca,Cali,44,F,4,Bachiller,Comerciante,3080000.0,App orgánico,588.0,True,2,Android,hash_512111,88,11,3,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,296.0,74.0,0.5871722024297484,1,3080000.0,normal
CR000335,CL00300,2026-02-26,Crédito consumo digital,1300000,12,0.0347,134000,App,862,0.0565,Automática,Activo,0,2025-07-13,Antioquia,Medellín,42,F,1,Técnico/Tecnólogo,Microempresario,2370000.0,App orgánico,635.0,False,2,Android,hash_216074,228,2,3,0.0,4.0,0.0,3.0,0.0,1.0,2.0,0.0,2117.0,211.7,0.12014877240259424,0,2370000.0,normal
CR000336,CL00301,2026-01-04,Crédito consumo digital,1550000,6,0.0359,292000,Web,543,0.0859,Manual,Activo,0,2023-12-18,Tolima,Ibagué,28,F,2,Sin información,Empleado,3400000.0,App orgánico,588.0,True,1,iOS,hash_353564,748,1,6,0.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,1782.0,254.57142857142858,0.16657015651167836,0,3400000.0,normal
CR000337,CL00305,2025-06-15,Crédito libre inversión,3750000,6,0.023,676000,App,804,0.2339,Automática,Finalizado,0,2024-01-09,Atlántico,Barranquilla,36,M,2,Técnico/Tecnólogo,Empleado,2890000.0,Referido,652.0,False,1,Android,hash_897406,523,6,6,2.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,1569.0,174.33333333333334,0.34871679646857595,0,2890000.0,normal
CR000338,CL00305,2025-06-26,Crédito consumo digital,3900000,3,0.095,1355000,App,885,0.4689,Manual,Mora moderada,1,2024-01-09,Atlántico,Barranquilla,36,M,2,Técnico/Tecnólogo,Empleado,2890000.0,Referido,652.0,False,1,Android,hash_897406,534,6,3,2.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,1569.0,174.33333333333334,0.3941811167432047,0,2890000.0,normal
CR000339,CL00306,2025-03-11,Crédito consumo digital,1000000,3,0.0377,359000,Web,878,0.1397,Automática,Finalizado,0,2023-05-05,Caldas,Manizales,37,F,1,Técnico/Tecnólogo,Empleado,-1.0,Aliado comercial,511.0,False,1,Android,hash_368602,676,3,1,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,522.0,104.4,0.28836104076848884,0,-1.0,normal
CR000340,CL00307,2025-10-12,Microcrédito,3200000,12,0.0373,336000,App,766,0.1028,Automática,Activo,0,2025-01-30,Bogotá D.C.,Bogotá,49,M,1,Posgrado,Empleado,3270000.0,Campaña digital,641.0,False,1,Web,hash_934397,255,10,6,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,568.0,142.0,0.237928540322088,0,3270000.0,normal
CR000341,CL00308,2025-10-06,Crédito consumo digital,450000,24,0.0321,27000,Aliado,776,0.0173,Automática,Mora severa,1,2026-01-20,Bolívar,Cartagena,30,F,1,Sin información,Empleado,1560000.0,App orgánico,522.0,False,3,iOS,hash_250641,-106,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6640737363916367,1,1560000.0,normal
CR000342,CL00308,2026-02-15,Microcrédito,850000,6,0.044,164000,App,827,0.1051,Automática,Activo,0,2026-01-20,Bolívar,Cartagena,30,F,1,Sin información,Empleado,1560000.0,App orgánico,522.0,False,3,iOS,hash_250641,26,2,6,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,509.0,127.25,0.4232958423861946,0,1560000.0,normal
CR000343,CL00308,2025-09-11,Crédito consumo digital,500000,3,0.0381,180000,Web,837,0.1154,Automática,Finalizado,0,2026-01-20,Bolívar,Cartagena,30,F,1,Sin información,Empleado,1560000.0,App orgánico,522.0,False,3,iOS,hash_250641,-131,9,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33826842578208927,0,1560000.0,normal
CR000344,CL00309,2026-02-02,Microcrédito,4900000,3,0.0277,1725000,Web,742,0.4345,Manual,Activo,0,2023-09-24,Antioquia,Medellín,41,F,3,Bachiller,Empleado,3970000.0,App orgánico,565.0,False,0,Android,hash_619235,862,2,0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,1220.0,152.5,0.3623632334865364,0,3970000.0,normal
CR000345,CL00310,2026-03-27,Crédito consumo digital,800000,3,0.0216,278000,Aliado,750,0.1917,Automática,Activo,0,2025-04-21,Valle del Cauca,Cali,34,M,4,Bachiller,Independiente,1450000.0,Referido,501.0,False,0,iOS,hash_531231,340,3,4,3.0,6.0,6.0,1.0,0.0,3.0,1.0,3.0,3666.0,159.3913043478261,0.3469923069851459,0,1450000.0,normal
CR000346,CL00312,2025-03-04,Crédito libre inversión,3300000,6,0.0338,617000,Aliado,900,0.2742,Automática,Mora moderada,1,2023-06-16,Atlántico,Barranquilla,47,M,4,Bachiller,Empleado,2250000.0,Aliado comercial,611.0,True,0,Android,hash_446249,627,3,1,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,177.0,44.25,0.5873744233394192,1,2250000.0,normal
CR000347,CL00312,2025-09-27,Crédito libre inversión,2300000,12,0.018,215000,App,853,0.0956,Automática,Activo,0,2023-06-16,Atlántico,Barranquilla,47,M,4,Bachiller,Empleado,2250000.0,Aliado comercial,611.0,True,0,Android,hash_446249,834,9,5,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,899.0,128.42857142857142,0.45294918647996923,0,2250000.0,normal
CR000348,CL00313,2025-09-06,Crédito consumo digital,800000,6,0.0261,146000,App,886,0.0954,Automática,Finalizado,0,2026-01-01,Bogotá D.C.,Bogotá,44,F,1,Técnico/Tecnólogo,Pensionado,1530000.0,Aliado comercial,601.0,False,0,Android,hash_715837,-117,9,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5545868235074561,1,1530000.0,normal
CR000349,CL00314,2025-02-25,Crédito libre inversión,6000000,18,0.0329,447000,Web,900,0.1077,Automática,Mora moderada,1,2023-09-20,Valle del Cauca,Cali,44,F,4,Universitario,Conductor/Repartidor,4150000.0,Aliado comercial,675.0,False,1,Web,hash_637738,524,2,1,0.0,4.0,2.0,1.0,0.0,2.0,0.0,2.0,1386.0,126.0,0.4584539143053914,0,4150000.0,normal
CR000350,CL00314,2026-03-07,Crédito libre inversión,6400000,18,0.0318,473000,App,900,0.114,Automática,Activo,0,2023-09-20,Valle del Cauca,Cali,44,F,4,Universitario,Conductor/Repartidor,4150000.0,Aliado comercial,675.0,False,1,Web,hash_637738,899,3,5,0.0,4.0,2.0,1.0,0.0,2.0,1.0,3.0,1585.0,121.92307692307692,0.3906255570484709,0,4150000.0,normal
CR000351,CL00317,2025-10-13,Avance de nómina,2850000,6,0.0232,514000,App,900,0.1346,Automática,Mora moderada,1,2025-09-01,Atlántico,Barranquilla,43,M,4,Bachiller,Independiente,3820000.0,Campaña digital,571.0,False,0,Android,hash_833946,42,10,0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,505.0,126.25,0.6439002644393084,1,3820000.0,normal
CR000352,CL00318,2023-09-26,Crédito consumo digital,4150000,6,0.0214,744000,App,858,0.1679,Automática,Finalizado,0,2023-02-03,Caldas,Manizales,33,M,2,Universitario,Microempresario,4430000.0,Call center,633.0,False,1,Web,hash_187566,235,9,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,0.37458320848673693,0,4430000.0,normal
CR000353,CL00319,2025-06-12,Microcrédito,1200000,24,0.0339,74000,App,832,0.0404,Automática,Activo,0,2024-01-06,Norte de Santander,Cúcuta,39,M,3,Bachiller,Independiente,1830000.0,Referido,559.0,False,1,iOS,hash_289400,523,6,3,0.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,898.0,112.25,0.5559946191233939,1,1830000.0,normal
CR000354,CL00319,2025-05-28,Crédito consumo digital,850000,9,0.0249,107000,Web,791,0.0585,Automática,Finalizado,0,2024-01-06,Norte de Santander,Cúcuta,39,M,3,Bachiller,Independiente,1830000.0,Referido,559.0,False,1,iOS,hash_289400,508,5,2,0.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,898.0,112.25,0.4331403408303869,0,1830000.0,normal
CR000355,CL00320,2025-10-03,Crédito consumo digital,3300000,9,0.0381,440000,Web,900,0.0743,Automática,Activo,0,2024-07-12,Antioquia,Medellín,35,F,3,Técnico/Tecnólogo,Empleado,5920000.0,Aliado comercial,713.0,True,2,Android,hash_644748,448,10,4,0.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,1204.0,150.5,0.1700882418653523,0,5920000.0,normal
CR000356,CL00321,2025-10-01,Crédito consumo digital,1550000,6,0.0317,288000,Aliado,900,0.0567,Automática,Finalizado,0,2024-06-21,Meta,Villavicencio,37,M,2,Universitario,Empleado,5080000.0,App orgánico,714.0,False,1,Android,hash_462578,467,10,2,1.0,8.0,1.0,3.0,0.0,1.0,1.0,0.0,2334.0,155.6,0.07858832402497631,0,5080000.0,normal
CR000357,CL00321,2025-08-05,Crédito libre inversión,5600000,3,0.0276,1971000,App,900,0.388,Manual,Finalizado,0,2024-06-21,Meta,Villavicencio,37,M,2,Universitario,Empleado,5080000.0,App orgánico,714.0,False,1,Android,hash_462578,410,8,1,1.0,6.0,1.0,3.0,0.0,1.0,1.0,0.0,1787.0,137.46153846153845,0.1701222736893967,0,5080000.0,normal
CR000358,CL00322,2025-12-14,Crédito consumo digital,3750000,12,0.0336,385000,Web,767,0.1546,Automática,Activo,0,2025-09-21,Antioquia,Medellín,42,F,3,Universitario,Empleado,2490000.0,Campaña digital,564.0,True,0,iOS,hash_373306,84,12,6,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,903.0,180.6,0.4738683965749668,0,2490000.0,normal
CR000359,CL00322,2026-03-08,Microcrédito,3450000,3,0.0415,1247000,App,792,0.5008,Manual,Activo,0,2025-09-21,Antioquia,Medellín,42,F,3,Universitario,Empleado,2490000.0,Campaña digital,564.0,True,0,iOS,hash_373306,168,3,6,0.0,2.0,1.0,1.0,0.0,1.0,3.0,1.0,1351.0,150.11111111111111,0.35699649263294686,0,2490000.0,normal
CR000360,CL00323,2024-09-29,Crédito libre inversión,8050000,6,0.0207,1440000,App,750,0.5333,Manual,Finalizado,0,2024-05-10,Antioquia,Medellín,28,F,3,Universitario,Conductor/Repartidor,2700000.0,Campaña digital,616.0,True,0,iOS,hash_625667,142,9,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,466.0,466.0,0.6136044464296634,1,2700000.0,normal
CR000361,CL00324,2025-07-01,Microcrédito,2500000,3,0.0358,894000,Aliado,900,0.3679,Manual,Finalizado,0,2025-06-06,Atlántico,Barranquilla,57,M,3,Bachiller,Comerciante,2430000.0,Campaña digital,663.0,False,0,Web,hash_967838,25,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42977769252611897,0,2430000.0,normal
CR000362,CL00325,2024-08-22,Crédito libre inversión,7200000,3,0.0335,2563000,Web,296,1.5821,Excepción,Mora moderada,1,2023-10-07,Antioquia,Medellín,26,M,1,Sin información,Conductor/Repartidor,1620000.0,Campaña digital,588.0,False,0,iOS,hash_698029,320,8,3,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,683.0,170.75,0.77201239327942,1,1620000.0,normal
CR000363,CL00327,2024-09-30,Crédito libre inversión,1200000,3,0.0274,422000,App,731,0.6594,Excepción,Mora moderada,1,2024-02-02,Bogotá D.C.,Bogotá,48,F,2,Bachiller,Desempleado,640000.0,App orgánico,495.0,False,1,Android,hash_676265,241,9,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,54.0,54.0,0.8675242449485018,1,640000.0,normal
CR000364,CL00328,2025-03-12,Microcrédito,2500000,3,0.0382,898000,Call center,860,0.2897,Automática,Finalizado,0,2023-05-08,Bogotá D.C.,Bogotá,44,F,5,Bachiller,Empleado,3100000.0,Aliado comercial,688.0,True,0,Web,hash_617961,674,3,2,0.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,1749.0,174.9,0.3062344276364941,0,3100000.0,normal
CR000365,CL00328,2024-09-19,Crédito consumo digital,1950000,6,0.0266,356000,App,896,0.1148,Automática,Finalizado,0,2023-05-08,Bogotá D.C.,Bogotá,44,F,5,Bachiller,Empleado,3100000.0,Aliado comercial,688.0,True,0,Web,hash_617961,500,9,3,0.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1453.0,181.625,0.3069477685648013,0,3100000.0,normal
CR000366,CL00328,2025-04-09,Crédito consumo digital,1150000,6,0.0306,213000,App,900,0.0687,Automática,Finalizado,0,2023-05-08,Bogotá D.C.,Bogotá,44,F,5,Bachiller,Empleado,3100000.0,Aliado comercial,688.0,True,0,Web,hash_617961,702,4,2,0.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,1749.0,174.9,0.28061181253264145,0,3100000.0,normal
CR000367,CL00329,2025-12-22,Crédito consumo digital,2050000,9,0.0209,252000,Web,900,0.0708,Automática,Activo,0,2025-05-13,Bogotá D.C.,Bogotá,42,F,3,Universitario,Empleado,3560000.0,Aliado comercial,757.0,False,0,Android,hash_635607,223,12,0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1959.0,279.85714285714283,0.19262018332759784,0,3560000.0,normal
CR000368,CL00332,2024-05-11,Crédito consumo digital,1750000,6,0.0352,329000,App,767,0.1388,Automática,Finalizado,0,2023-12-09,Risaralda,Pereira,27,M,3,Bachiller,Comerciante,2370000.0,Referido,571.0,False,0,Android,hash_772225,154,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,186.0,186.0,0.5985481272091947,1,2370000.0,normal
CR000369,CL00333,2025-01-25,Avance de nómina,1250000,3,0.0308,443000,Web,781,0.2395,Automática,Mora moderada,1,2023-09-05,Bogotá D.C.,Bogotá,37,M,3,Bachiller,Microempresario,1850000.0,Aliado comercial,555.0,False,1,Android,hash_824276,508,1,5,0.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,1612.0,179.11111111111111,0.38525508601960157,0,1850000.0,normal
CR000370,CL00334,2024-03-15,Crédito consumo digital,1000000,6,0.0322,186000,App,704,0.0886,Automática,Finalizado,0,2023-01-17,Cundinamarca,Soacha,29,F,2,Universitario,Independiente,2100000.0,Referido,454.0,True,4,Android,hash_292593,423,3,4,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,664.0,132.8,0.31345275884398616,0,2100000.0,normal
CR000371,CL00335,2026-02-08,Crédito consumo digital,1400000,3,0.0271,492000,Aliado,900,0.1386,Automática,Activo,0,2024-02-13,Bogotá D.C.,Bogotá,46,F,2,Sin información,Independiente,3550000.0,Campaña digital,597.0,False,1,Android,hash_426754,726,2,6,0.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,1562.0,156.2,0.18886950962654,0,3550000.0,normal
CR000372,CL00336,2024-10-04,Microcrédito,2800000,12,0.0414,301000,Aliado,830,0.1091,Automática,Finalizado,0,2023-11-04,Bogotá D.C.,Bogotá,35,F,4,Técnico/Tecnólogo,Conductor/Repartidor,2760000.0,App orgánico,583.0,False,2,iOS,hash_359405,335,10,4,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,542.0,90.33333333333333,0.569598707362908,1,2760000.0,normal
CR000373,CL00340,2024-01-01,Microcrédito,5450000,9,0.0359,719000,App,900,0.1692,Automática,Finalizado,0,2023-01-28,Norte de Santander,Cúcuta,30,M,3,Posgrado,Empleado,4250000.0,Aliado comercial,666.0,True,3,Android,hash_494813,338,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,10.0,0.32726404811157017,0,4250000.0,normal
CR000374,CL00341,2025-07-26,Microcrédito,950000,9,0.0435,130000,Web,699,0.0818,Automática,Mora severa,1,2025-07-07,Bogotá D.C.,Bogotá,28,F,6,Universitario,Desempleado,1590000.0,App orgánico,531.0,True,1,Android,hash_162894,19,7,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7877601512892904,1,1590000.0,normal
CR000375,CL00341,2026-02-23,Crédito libre inversión,2600000,9,0.0278,330000,Aliado,748,0.2075,Automática,Activo,0,2025-07-07,Bogotá D.C.,Bogotá,28,F,6,Universitario,Desempleado,1590000.0,App orgánico,531.0,True,1,Android,hash_162894,231,2,0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,416.0,138.66666666666666,0.6609345517363182,1,1590000.0,normal
CR000376,CL00344,2025-05-11,Crédito consumo digital,1650000,6,0.0255,300000,App,881,0.1887,Automática,Finalizado,0,2024-11-27,Bogotá D.C.,Bogotá,31,F,2,Universitario,Independiente,1590000.0,App orgánico,548.0,True,2,Android,hash_313968,165,5,6,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,809.0,202.25,0.5226461439108308,1,1590000.0,normal
CR000377,CL00344,2025-12-18,Crédito consumo digital,900000,9,0.033,117000,Aliado,838,0.0736,Automática,Activo,0,2024-11-27,Bogotá D.C.,Bogotá,31,F,2,Universitario,Independiente,1590000.0,App orgánico,548.0,True,2,Android,hash_313968,386,12,3,2.0,3.0,4.0,1.0,0.0,1.0,0.0,2.0,2713.0,208.69230769230768,0.34817847101836835,0,1590000.0,normal
CR000378,CL00345,2025-09-11,Microcrédito,850000,9,0.0445,117000,Call center,585,0.2089,Manual,Mora moderada,1,2025-06-05,Bogotá D.C.,Bogotá,31,M,3,Sin información,Desempleado,560000.0,Campaña digital,401.0,True,0,iOS,hash_727915,98,9,3,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1668.0,278.0,0.7466525349162728,1,560000.0,normal
CR000379,CL00345,2026-01-29,Crédito consumo digital,550000,12,0.0202,52000,Aliado,694,0.0929,Automática,Mora moderada,1,2025-06-05,Bogotá D.C.,Bogotá,31,M,3,Sin información,Desempleado,560000.0,Campaña digital,401.0,True,0,iOS,hash_727915,238,1,3,1.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,1939.0,215.44444444444446,0.5833706468145582,1,560000.0,normal
CR000380,CL00346,2026-02-19,Crédito consumo digital,3200000,12,0.0305,322000,Call center,827,0.1253,Automática,Activo,0,2026-01-09,Valle del Cauca,Cali,38,M,3,Bachiller,Independiente,2570000.0,Aliado comercial,569.0,False,1,Android,hash_834665,41,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6957890461902556,1,2570000.0,normal
CR000381,CL00347,2026-02-12,Microcrédito,2100000,9,0.04,282000,App,805,0.1097,Automática,Mora moderada,1,2025-01-03,Risaralda,Pereira,22,F,2,Bachiller,Pensionado,2570000.0,App orgánico,560.0,False,2,iOS,hash_277946,405,2,3,0.0,2.0,3.0,0.0,2.0,1.0,0.0,1.0,1077.0,119.66666666666667,0.4817862397500411,0,2570000.0,normal
CR000382,CL00348,2025-08-09,Crédito libre inversión,1950000,6,0.0305,361000,App,797,0.1778,Automática,Mora moderada,1,2025-08-27,Antioquia,Medellín,22,No informa,3,Sin información,Empleado,2030000.0,App orgánico,565.0,False,2,Android,hash_459267,-18,8,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6541012773835622,1,2030000.0,normal
CR000383,CL00349,2025-06-17,Crédito consumo digital,1700000,12,0.0306,171000,App,900,0.052,Automática,Mora moderada,1,2024-10-19,Antioquia,Medellín,29,F,3,Sin información,Empleado,3290000.0,Campaña digital,604.0,False,0,Android,hash_922343,241,6,1,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,881.0,146.83333333333334,0.36443041669159654,0,3290000.0,normal
CR000384,CL00351,2024-11-15,Avance de nómina,700000,6,0.0309,130000,Web,778,0.0553,Automática,Mora moderada,1,2024-03-04,Norte de Santander,Cúcuta,39,M,2,Técnico/Tecnólogo,Empleado,2350000.0,App orgánico,591.0,True,0,iOS,hash_896266,256,11,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,117.0,117.0,0.6126372317588346,1,2350000.0,normal
CR000385,CL00352,2025-03-05,Crédito consumo digital,1300000,6,0.0206,233000,App,822,0.1438,Automática,Finalizado,0,2023-06-01,Bogotá D.C.,Bogotá,51,M,3,Técnico/Tecnólogo,Empleado,1620000.0,Campaña digital,674.0,False,0,Android,hash_892515,643,3,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,423.0,211.5,0.2852982526042285,0,1620000.0,normal
CR000386,CL00353,2023-06-02,Crédito libre inversión,18800000,6,0.017,3323000,Aliado,900,0.3323,Automática,Finalizado,0,2023-01-26,Antioquia,Medellín,45,F,4,Bachiller,Empleado,10000000.0,Campaña digital,826.0,True,2,Android,hash_114260,127,6,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,428.0,0.29686316619162156,0,7082400.000000003,outlier_real
